,answer,groups,imageId,question,entailed,equivalent,local_question_group,local_question_group_clean,global_question_group
12501490,river,"{'global': 'place', 'local': '02q-place'}",2364830,Which place is it?,"['12501492', '12501491', '12501493', '12501489']",['12501490'],02q-place,place,place
03449294,field,"{'global': 'place', 'local': '02q-place'}",2355947,Which place is it?,"['03449293', '03449295', '03449296', '03449297']",['03449294'],02q-place,place,place
10942,train station,"{'global': 'place', 'local': '02q-place'}",2371066,Which place is it?,"['10946', '10944', '10945', '10943', '10941']",['10942'],02q-place,place,place
02855041,park,"{'global': 'place', 'local': '02q-place'}",2395738,Which place is it?,"['02855044', '02855045', '02855040', '02855042', '02855043']",['02855041'],02q-place,place,place
12160192,railroad,"{'global': 'road', 'local': '02q-place'}",2323895,Which place is it?,"['12160191', '12160189']",['12160192'],02q-place,place,road
11273914,ocean,"{'global': 'place', 'local': '02q-place'}",2352259,Which place is it?,['11273913'],['11273914'],02q-place,place,place
141047219,pasture,"{'global': 'place', 'local': '02q-place'}",2354478,Which place is it?,['141047218'],['141047219'],02q-place,place,place
141047218,pasture,"{'global': 'place', 'local': '02q-place'}",2354478,Which place is the picture at?,['141047219'],['141047218'],02q-place,place,place
01191992,skate park,"{'global': 'place', 'local': '02q-place'}",2362126,What place is shown?,['01191993'],['01191992'],02q-place,place,place
01191993,skate park,"{'global': 'place', 'local': '02q-place'}",2362126,Which place is it?,['01191992'],['01191993'],02q-place,place,place
10588543,city,"{'global': 'place', 'local': '02q-place'}",2328930,Which place is it?,"['10588542', '10588544', '10588545', '10588546', '10588547', '10588548', '10588549']",['10588543'],02q-place,place,place
12182495,road,"{'global': 'road', 'local': '02q-place'}",2349905,Which place is it?,['12182494'],['12182495'],02q-place,place,road
13117180,display,"{'global': 'place', 'local': '02q-place'}",2333864,What is the image showing?,['13117181'],['13117180'],02q-place,place,place
11771334,swimming pool,"{'global': 'place', 'local': '02q-place'}",2403953,Which place is it?,['11771333'],['11771334'],02q-place,place,place
11771333,swimming pool,"{'global': 'place', 'local': '02q-place'}",2403953,Which place is this?,['11771334'],['11771333'],02q-place,place,place
02849115,zoo,"{'global': 'place', 'local': '02q-place'}",2347030,Which place is it?,"['02849120', '02849119', '02849121', '02849117', '02849116', '02849114', '02849113', '02849118']",['02849115'],02q-place,place,place
02763572,skate park,"{'global': 'place', 'local': '02q-place'}",2411941,What type of place is it?,['02763573'],['02763572'],02q-place,place,place
02763573,skate park,"{'global': 'place', 'local': '02q-place'}",2411941,Which place is it?,['02763572'],['02763573'],02q-place,place,place
14998126,walkway,"{'global': 'road', 'local': '02q-place'}",2327927,What place is this?,['14998127'],['14998126'],02q-place,place,road
0168995,airport,"{'global': 'place', 'local': '02q-place'}",2395537,Which place is it?,"['0168998', '0168994', '0168997', '0168996']",['0168995'],02q-place,place,place
15710414,park,"{'global': 'place', 'local': '02q-place'}",2402286,Which place is it?,"['15710415', '15710417', '15710416', '15710413', '15710419', '15710418']",['15710414'],02q-place,place,place
10603196,ocean,"{'global': 'place', 'local': '02q-place'}",2336051,What place is pictured?,['10603197'],['10603196'],02q-place,place,place
16887162,field,"{'global': 'place', 'local': '02q-place'}",2359044,Which place is it?,"['16887161', '16887163', '16887164', '16887165', '16887166', '16887167']",['16887162'],02q-place,place,place
1128083,field,"{'global': 'place', 'local': '02q-place'}",2361389,Which place is it?,"['1128087', '1128086', '1128085', '1128084', '1128082', '1128081', '1128080', '1128089', '1128088']",['1128083'],02q-place,place,place
09294188,pen,"{'global': '', 'local': '02q-place'}",2357869,Which place is it?,['09294187'],['09294188'],02q-place,place,
11707498,field,"{'global': 'place', 'local': '02q-place'}",2338172,Which place is it?,"['11707497', '11707496', '11707499', '11707501', '11707500']",['11707498'],02q-place,place,place
04806220,tunnel,"{'global': 'place', 'local': '02q-place'}",2383161,Which place is it?,['04806219'],['04806220'],02q-place,place,place
06297169,street,"{'global': 'place', 'local': '02q-place'}",2402921,Which place is it?,['06297168'],['06297169'],02q-place,place,place
17216853,parking lot,"{'global': 'place', 'local': '02q-place'}",2367982,Which place is it?,"['17216854', '17216855', '17216856', '17216857', '17216851', '17216852']",['17216853'],02q-place,place,place
06297168,street,"{'global': 'place', 'local': '02q-place'}",2402921,Where is this?,['06297169'],['06297168'],02q-place,place,place
19839385,pavement,"{'global': 'road', 'local': '02q-place'}",2389266,Which place is it?,['19839384'],['19839385'],02q-place,place,road
04805751,path,"{'global': 'road', 'local': '02q-place'}",2383162,Where was the image taken?,['04805752'],['04805751'],02q-place,place,road
031,hotel room,"{'global': 'place', 'local': '02q-place'}",2390913,Which place is it?,['030'],['031'],02q-place,place,place
14744872,ocean,"{'global': 'place', 'local': '02q-place'}",2388309,Which place is it?,['14744871'],['14744872'],02q-place,place,place
0625040,airport,"{'global': 'place', 'local': '02q-place'}",2337623,Which place is it?,"['0625041', '0625042', '0625043', '0625039', '0625038']",['0625040'],02q-place,place,place
10805002,road,"{'global': 'road', 'local': '02q-place'}",2331443,Which place is it?,"['10805001', '10805000']",['10805002'],02q-place,place,road
13353393,ocean,"{'global': 'place', 'local': '02q-place'}",2406848,Which place is it?,['13353392'],['13353393'],02q-place,place,place
08348339,ocean,"{'global': 'place', 'local': '02q-place'}",2361324,Which place is it?,['08348338'],['08348339'],02q-place,place,place
08348338,ocean,"{'global': 'place', 'local': '02q-place'}",2361324,What is the photo showing?,['08348339'],['08348338'],02q-place,place,place
161013467,street,"{'global': 'place', 'local': '02q-place'}",2366564,Which place is it?,['161013466'],['161013467'],02q-place,place,place
10416875,patio,"{'global': 'place', 'local': '02q-place'}",2384448,Which venue is this?,['10416876'],['10416875'],02q-place,place,place
10416876,patio,"{'global': 'place', 'local': '02q-place'}",2384448,Which place is it?,['10416875'],['10416876'],02q-place,place,place
16225434,street,"{'global': 'place', 'local': '02q-place'}",59,What place is this photo in?,['16225435'],['16225434'],02q-place,place,place
01870647,pavement,"{'global': 'road', 'local': '02q-place'}",2350792,Which place is it?,['01870646'],['01870647'],02q-place,place,road
16677712,field,"{'global': 'place', 'local': '02q-place'}",2328080,Which place is it?,"['16677713', '16677710', '16677711', '16677716', '16677714', '16677715', '16677709']",['16677712'],02q-place,place,place
02532927,field,"{'global': 'place', 'local': '02q-place'}",2407291,Which place is it?,"['02532930', '02532931', '02532932', '02532933', '02532929', '02532928', '02532926']",['02532927'],02q-place,place,place
19252314,river,"{'global': 'place', 'local': '02q-place'}",2345910,Which place is it?,"['19252313', '19252312', '19252317', '19252316', '19252315']",['19252314'],02q-place,place,place
16547548,marina,"{'global': 'place', 'local': '02q-place'}",498259,Which place is it?,"['16547547', '16547546', '16547552', '16547550', '16547551', '16547549']",['16547548'],02q-place,place,place
15278573,museum,"{'global': 'place', 'local': '02q-place'}",2404197,Which place is it?,"['15278576', '15278575', '15278574', '15278572']",['15278573'],02q-place,place,place
11439852,street,"{'global': 'place', 'local': '02q-place'}",2319267,Where was the photo taken?,"['11439854', '11439853']","['11439853', '11439852']",02q-place,place,place
12640751,station,"{'global': 'place', 'local': '02q-place'}",2358626,Which place is it?,['12640750'],['12640751'],02q-place,place,place
12640750,station,"{'global': 'place', 'local': '02q-place'}",2358626,Where is it?,['12640751'],['12640750'],02q-place,place,place
11343352,street,"{'global': 'place', 'local': '02q-place'}",141,Which place is it?,['11343351'],['11343352'],02q-place,place,place
11343351,street,"{'global': 'place', 'local': '02q-place'}",141,Which place could this be?,['11343352'],['11343351'],02q-place,place,place
01459121,field,"{'global': 'place', 'local': '02q-place'}",2343558,Which place is it?,"['01459123', '01459122', '01459120', '01459125', '01459124']",['01459121'],02q-place,place,place
01575941,river,"{'global': 'place', 'local': '02q-place'}",2340292,Which place is it?,"['01575944', '01575940', '01575942', '01575943']",['01575941'],02q-place,place,place
05676949,stadium,"{'global': 'place', 'local': '02q-place'}",2343287,Which place is it?,['05676948'],['05676949'],02q-place,place,place
05676948,stadium,"{'global': 'place', 'local': '02q-place'}",2343287,What place was the photo taken at?,['05676949'],['05676948'],02q-place,place,place
12824930,field,"{'global': 'place', 'local': '02q-place'}",2417435,Which place is it?,"['12824929', '12824931', '12824932', '12824933']",['12824930'],02q-place,place,place
00999,sidewalk,"{'global': 'road', 'local': '02q-place'}",3455,Which place is it?,"['00995', '00997', '00996', '00998']",['00999'],02q-place,place,road
15327756,pasture,"{'global': 'place', 'local': '02q-place'}",2323810,What place is it?,['15327757'],['15327756'],02q-place,place,place
15327757,pasture,"{'global': 'place', 'local': '02q-place'}",2323810,Which place is it?,['15327756'],['15327757'],02q-place,place,place
09796033,field,"{'global': 'place', 'local': '02q-place'}",2377949,Which place is it?,"['09796035', '09796034', '09796037', '09796036', '09796032', '09796038']",['09796033'],02q-place,place,place
12814800,sidewalk,"{'global': 'road', 'local': '02q-place'}",339,Where is it?,['12814801'],['12814800'],02q-place,place,road
00974541,station,"{'global': 'place', 'local': '02q-place'}",1593212,Which place is it?,"['00974538', '00974539', '00974537', '00974540']",['00974541'],02q-place,place,place
00974540,station,"{'global': 'place', 'local': '02q-place'}",1593212,What place could this be?,"['00974538', '00974539', '00974537', '00974541']","['00974537', '00974538', '00974539', '00974540']",02q-place,place,place
18411206,station,"{'global': 'place', 'local': '02q-place'}",2397439,Which place is it?,['18411205'],['18411206'],02q-place,place,place
18411205,station,"{'global': 'place', 'local': '02q-place'}",2397439,What place is this picture in?,['18411206'],['18411205'],02q-place,place,place
14367426,field,"{'global': 'place', 'local': '02q-place'}",2333221,Which place is it?,"['14367431', '14367430', '14367427', '14367425', '14367428', '14367429']",['14367426'],02q-place,place,place
17372017,shore,"{'global': 'place', 'local': '02q-place'}",2372734,Which place is it?,['17372016'],['17372017'],02q-place,place,place
17372016,shore,"{'global': 'place', 'local': '02q-place'}",2372734,What place was the picture taken at?,['17372017'],['17372016'],02q-place,place,place
04454720,garage,"{'global': 'place', 'local': '02q-place'}",2367158,Which place is it?,"['04454722', '04454723', '04454719', '04454721', '04454726', '04454727', '04454724', '04454725']",['04454720'],02q-place,place,place
030,hotel room,"{'global': 'place', 'local': '02q-place'}",2390913,What place is shown?,['031'],['030'],02q-place,place,place
06589172,field,"{'global': 'place', 'local': '02q-place'}",2315969,Which place is it?,"['06589176', '06589177', '06589174', '06589175', '06589173', '06589171']",['06589172'],02q-place,place,place
05488764,park,"{'global': 'place', 'local': '02q-place'}",2359504,Which place is it?,"['05488763', '05488767', '05488766', '05488765', '05488768']",['05488764'],02q-place,place,place
13946990,yard,"{'global': 'place', 'local': '02q-place'}",2408298,Which place is it?,['13946989'],['13946990'],02q-place,place,place
09315374,park,"{'global': 'place', 'local': '02q-place'}",2368823,Which place is it?,"['09315377', '09315376', '09315375', '09315373', '09315378']",['09315374'],02q-place,place,place
04135800,store,"{'global': 'place', 'local': '02q-place'}",2406142,Which place is it?,"['04135801', '04135803', '04135802', '04135799', '04135804']",['04135800'],02q-place,place,place
18394509,beach,"{'global': 'place', 'local': '02q-place'}",2351384,Which place is it?,"['18394510', '18394511', '18394512', '18394508']",['18394509'],02q-place,place,place
11981229,street,"{'global': 'place', 'local': '02q-place'}",3180,What place could this be?,['11981230'],['11981229'],02q-place,place,place
20244509,sidewalk,"{'global': 'road', 'local': '02q-place'}",n19152,Which place is this?,['20244510'],['20244509'],02q-place,place,road
20536035,plain,"{'global': 'place', 'local': '02q-place'}",n410476,Which place is it?,['20536034'],['20536035'],02q-place,place,place
20891232,street,"{'global': 'place', 'local': '02q-place'}",n347706,Which place is it?,['20891231'],['20891232'],02q-place,place,place
20891231,street,"{'global': 'place', 'local': '02q-place'}",n347706,Which place is this?,['20891232'],['20891231'],02q-place,place,place
202257086,beach,"{'global': 'place', 'local': '02q-place'}",n92308,Which place is it?,"['202257089', '202257088', '202257087', '202257085']",['202257086'],02q-place,place,place
